证券简称,报告期,归属母公司所有者净利润(元),营业利润(元),证券代码,营业成本(元),营业收入(元),每股经营现金流量(元),净资产收益率,每股净资产(元),每股收益(元),营业利润率,毛利率
中国海防,2023-03-31,15547728.77,16939706.45,600764,264861548.2,436760113.98,-0.384,0.199,10.9716,0.021879,3.878,39.36
中航重机,2023-03-31,270580109.87,340167783.66,600765,1597457815.42,2340312740.05,-0.35,2.534,7.2554,0.183812,14.535,31.74
园城黄金,2023-03-31,449527.77,291205.77,600766,21141236.53,20780198.68,0.013,0.781,0.2568,0.002005,1.401,-1.74
*ST运盛,2023-03-31,-5820106.94,-6004138.94,600767,4364402.08,6685060.49,-0.04,-2.976,0.5735,-0.017067,-89.814,34.71
宁波富邦,2023-03-31,746807.44,752600.41,600768,66332658.27,67260470.64,-0.097,0.19,2.9402,0.005584,1.119,1.38
祥龙电业,2023-03-31,3453264.63,4629533.42,600769,10904793.29,16258533.13,0.031,4.24,0.2172,0.009209,28.474,32.93
综艺股份,2023-03-31,-23277001.98,-29428002.22,600770,65719546.76,94833279.11,0.004,-0.694,2.5813,-0.017905,-31.031,30.7
广誉远,2023-03-31,9790453.11,16017781.25,600771,103538692.19,369045043.47,0.278,0.572,3.4965,0.020001,4.34,71.94
西藏城投,2023-03-31,27908663.77,40280852.09,600773,434027381.03,630634233.87,-0.782,0.733,4.6435,0.034049,6.387,31.18
汉商集团,2023-03-31,24256576.86,24533098.89,600774,148380764.99,361417097.31,0.191,1.44,5.7106,0.082217,6.788,58.94
南京熊猫,2023-03-31,-30450577.25,-15461130.2,600775,485753105.4,558119921.1,-0.19,-0.864,3.8568,-0.033322,-2.77,12.97
东方通信,2023-03-31,13489478.19,15764270.71,600776,527434321.57,601137278.33,-0.129,0.4,2.6849,0.01074,2.622,12.26
新潮能源,2023-03-31,634901627.58,806231247.58,600777,829561701.27,2001821209.38,0.217,3.633,2.5695,0.093361,40.275,58.56
友好集团,2023-03-31,46242437.7,47680058.65,600778,359688237.03,541907558.76,0.341,12.141,1.2227,0.148455,8.799,33.63
水井坊,2023-03-31,159478536.48,213934324.38,600779,143575796.81,853331159.68,-0.033,4.401,7.421,0.326558,25.07,83.17
通宝能源,2023-03-31,237476968.68,285904373.75,600780,2661552782.22,3010823355.58,0.329,3.447,6.0084,0.207132,9.496,11.6
*ST辅仁,2023-03-31,-122897067.88,-131405100.95,600781,222851537.19,462467659.07,0.01,,-3.3992,-0.195959,-28.414,51.81
新钢股份,2023-03-31,95684158.42,132708863.47,600782,22663014322.22,22874064652.88,0.118,0.363,8.2759,0.030007,0.58,0.92
鲁信创投,2023-03-31,91326255.32,94592539.53,600783,13560270.08,15164539.16,-0.055,1.979,6.1986,0.122691,623.775,10.58
鲁银投资,2023-03-31,82778576.44,99962543.02,600784,806963486.76,1002362460.71,0.038,3.065,3.998,0.122517,9.973,19.49
新华百货,2023-03-31,83818160.97,98268481.51,600785,1304774643.78,1841562258.84,1.517,3.937,9.437,0.371483,5.336,29.15
中储股份,2023-03-31,88111061.55,132237621.58,600787,14417712194.28,14827006493.28,-0.409,0.671,6.0021,0.040269,0.892,2.76
鲁抗医药,2023-03-31,45688589.04,55093336.92,600789,1258401528.88,1669812908.04,0.147,1.337,3.8444,0.051401,3.299,24.64
轻纺城,2023-03-31,70971920.29,100436681.19,600790,102113097.48,221948613.31,-0.044,1.16,4.1729,0.048419,45.252,53.99
京能置业,2023-03-31,-42833379.69,-26325927.33,600791,1603452351.68,1701639891.57,4.708,-1.207,2.7592,-0.09458,-1.547,5.77
云煤能源,2023-03-31,-15592764.31,-12012275.94,600792,1839001762.77,1886911819.45,-0.202,-0.492,3.2003,-0.015751,-0.637,2.54
宜宾纸业,2023-03-31,6433758.03,6371401.71,600793,556583426.61,606795698.31,0.317,0.968,3.756,0.036369,1.05,8.27
保税科技,2023-03-31,65723994.14,84554798.18,600794,149721533.52,261116528.93,-0.201,2.74,1.979,0.054221,32.382,42.66
国电电力,2023-03-31,964478098.79,3151407188.13,600795,39286267444.05,45332957611.12,0.437,2.088,2.5894,0.054076,6.952,13.34
钱江生化,2023-03-31,30338975.13,26415257.01,600796,277052158.4,357819300.48,-0.01,0.996,3.515,0.03501,7.382,22.57
浙大网新,2023-03-31,2028870.99,-8369247.6,600797,679683008.4,869761096.43,-0.22,0.061,3.2343,0.001975,-0.962,21.85
宁波海运,2023-03-31,4063796.41,18814335.42,600798,402224267.37,445084597.51,0.137,0.104,3.2315,0.003368,4.227,9.63
渤海化学,2023-03-31,-109308597.78,-129188284.03,600800,537000607.36,520481069.15,-0.162,-3.9,2.3636,-0.092182,-24.821,-3.17
华新水泥,2023-03-31,247979284.0,374673438.0,600801,5287280133.0,6628435263.0,0.158,0.902,13.1155,0.118277,5.653,20.23
福建水泥,2023-03-31,-100823164.09,-123990025.66,600802,496894693.51,446542089.22,-0.302,-7.096,3.1006,-0.220019,-27.767,-11.28
新奥股份,2023-03-31,1456320000.0,3708500000.0,600803,29926900000.0,34350910000.0,0.83,7.605,6.1804,0.470023,10.796,12.88
ST鹏博士,2023-03-31,36306364.32,11707594.0,600804,704165586.46,934310065.81,-0.021,3.291,0.6656,0.021905,1.253,24.63
悦达投资,2023-03-31,6103678.74,-42364252.72,600805,576186354.2,612660843.99,-0.066,0.142,5.0655,0.007173,-6.915,5.95
济南高新,2023-03-31,6908536.44,21569386.1,600807,150549576.62,216424878.54,-0.152,2.041,0.3827,0.007809,9.966,30.44
马钢股份,2023-03-31,-509272601.0,-540602499.0,600808,22708791124.0,22736558090.0,0.213,-1.777,3.686,-0.065511,-2.378,0.12
山西汾酒,2023-03-31,4819017582.42,6450347671.54,600809,3099941562.27,12682473811.08,2.814,18.432,21.4289,3.949777,50.86,75.56
神马股份,2023-03-31,-20422064.92,24755716.73,600810,2407982320.45,2772870984.19,0.012,-0.265,7.1791,-0.019558,0.893,13.16
东方集团,2023-03-31,96537371.11,79953045.17,600811,2212526386.21,2264131662.57,0.02,0.524,5.0334,0.026385,3.531,2.28
华北制药,2023-03-31,5420341.81,36450940.95,600812,1771656628.79,2660096706.22,0.11,0.102,3.0922,0.003159,1.37,33.4
杭州解百,2023-03-31,112569391.54,269293703.67,600814,105809816.12,579648332.41,0.851,3.316,4.6135,0.152961,46.458,81.75
厦工股份,2023-03-31,-9230468.24,-8553538.86,600815,155242252.82,175383367.63,-0.008,-0.619,0.8404,-0.005203,-4.877,11.48
ST安信,2023-03-31,-21792882.44,-2279850.4,600816,,,-0.058,-1.247,0.3196,-0.003985,,
宇通重工,2023-03-31,29298651.91,44969063.47,600817,477248376.98,627366569.3,0.114,1.191,4.5055,0.053643,7.168,23.93
中路股份,2023-03-31,1842255.66,2358453.66,600818,155446384.88,188745030.76,-0.027,0.314,1.8257,0.005731,1.25,17.64
耀皮玻璃,2023-03-31,-65779884.53,-75995710.14,600819,946202383.85,1040843615.7,-0.187,-1.916,3.6724,-0.070359,-7.301,9.09
隧道股份,2023-03-31,448718076.89,588228380.3,600820,10071968928.15,11441934895.31,-1.032,1.622,8.7988,0.142718,5.141,11.97
金开新能,2023-03-31,169346627.06,212572485.54,600821,320320323.92,777244809.3,0.076,1.98,4.2816,0.084789,27.349,58.79
上海物贸,2023-03-31,139953228.09,149796884.73,600822,1968473334.15,2053619850.97,0.679,12.139,2.3245,0.282179,7.294,4.15
世茂股份,2023-03-31,149056247.51,202920584.76,600823,778805226.02,1112448689.6,0.241,0.719,5.5278,0.039736,18.241,29.99
益民集团,2023-03-31,37915368.03,42069091.88,600824,218267420.77,334729638.31,-0.046,1.597,2.2528,0.035972,12.568,34.79
新华传媒,2023-03-31,4128322.89,4008240.81,600825,109739624.19,165820787.78,-0.053,0.165,2.3956,0.003951,2.417,33.82
兰生股份,2023-03-31,-8914116.36,-7333346.29,600826,52972258.26,53800910.16,-0.667,-0.251,6.6597,-0.016732,-13.631,1.54
百联股份,2023-03-31,211574472.21,481583518.84,600827,7110349334.31,9486840567.09,1.645,1.185,10.0103,0.118584,5.076,25.05
茂业商业,2023-03-31,106146545.33,144789595.82,600828,380707712.55,942297846.71,0.184,1.459,4.2014,0.061286,15.366,59.6
人民同泰,2023-03-31,71786436.01,98024889.14,600829,2410187131.87,2653397225.81,-0.067,2.831,4.3724,0.123793,3.694,9.17
香溢融通,2023-03-31,19872917.9,40185903.47,600830,14092825.38,62601079.57,0.618,0.936,4.6724,0.043742,64.194,77.49
广电网络,2023-03-31,7485198.74,4089851.07,600831,404932876.47,616863585.17,0.023,0.197,5.3301,0.010535,0.663,34.36
第一医药,2023-03-31,29612934.8,13131911.76,600833,372152329.58,459099405.27,0.497,2.975,4.4625,0.132742,2.86,18.94
申通地铁,2023-03-31,17163359.68,22900697.18,600834,54056701.99,79575694.97,-0.395,1.039,3.4595,0.035953,28.779,32.07
上海机电,2023-03-31,230968204.46,412795713.78,600835,3817838693.62,4538573542.18,-0.018,1.752,12.892,0.225833,9.095,15.88
上海易连,2023-03-31,1231824.78,5562739.68,600836,92996674.33,126830005.78,-0.114,0.107,1.7082,0.001831,4.386,26.68
海通证券,2023-03-31,2433770742.35,3272428100.37,600837,,8520170580.48,-0.029,1.453,12.8182,0.186293,38.408,
上海九百,2023-03-31,14707223.86,14726141.52,600838,15739819.44,21942183.15,-0.003,1.003,3.6595,0.036687,67.113,28.27
四川长虹,2023-03-31,82950246.79,322188037.82,600839,20599560995.5,22942813964.52,-0.673,0.605,2.9728,0.017969,1.404,10.21
动力新科,2023-03-31,-479680503.52,-489416038.64,600841,2011148371.53,2011023519.64,-0.628,-6.411,4.5857,-0.294006,-24.337,-0.01
上工申贝,2023-03-31,35162307.33,47536342.58,600843,648066607.38,850896684.89,-0.192,1.075,4.5849,0.049304,5.587,23.84
丹化科技,2023-03-31,-40813164.81,-52325640.35,600844,243945603.47,233516090.43,-0.014,-4.57,0.8786,-0.04015,-22.408,-4.47
宝信软件,2023-03-31,498913812.01,573615608.46,600845,1506823591.33,2522490740.15,0.188,4.75,5.2456,0.249188,22.74,40.26
同济科技,2023-03-31,82143938.73,100582239.43,600846,879023011.9,1009738626.3,-0.286,2.26,5.8187,0.13148,9.961,12.95
万里股份,2023-03-31,-3320803.06,-3567619.36,600847,120164217.97,133789228.26,-0.199,-0.485,4.4662,-0.021664,-2.667,10.18
上海临港,2023-03-31,256896053.0,485725876.47,600848,303940207.24,1002262139.23,-1.031,1.488,6.8465,0.101842,48.463,69.67
电科数字,2023-03-31,46480775.26,60305850.15,600850,1620780358.75,1970798484.42,-1.071,1.115,6.0855,0.067848,3.06,17.76
海欣股份,2023-03-31,26525288.95,29209428.18,600851,144011288.06,282592919.46,-0.003,0.678,3.2423,0.021975,10.336,49.04
龙建股份,2023-03-31,5034960.77,12480225.71,600853,1658125787.0,1892468105.2,-2.455,0.203,2.4444,0.004961,0.659,12.38
春兰股份,2023-03-31,23535719.95,38262448.34,600854,45461732.0,90783243.89,-0.056,1.038,4.3656,0.045308,42.147,49.92
航天长峰,2023-03-31,-44522857.87,-46985562.17,600855,143910029.45,207288226.59,-0.179,-2.596,3.81,-0.09889,-22.667,30.57
宁波中百,2023-03-31,15009577.37,13174599.62,600857,264349187.56,296827263.42,0.013,1.9,3.5223,0.066911,4.438,10.94
银座股份,2023-03-31,93339598.66,128193403.55,600858,991925329.12,1642408280.69,-0.073,3.879,4.6265,0.179476,7.805,39.61
王府井,2023-03-31,226431222.05,347789041.8,600859,1925917739.41,3366874427.85,1.116,1.169,17.0677,0.19949,10.33,42.8
京城股份,2023-03-31,-15756292.0,-16577876.7,600860,232442407.12,274718604.19,0.007,-1.488,1.9531,-0.029056,-6.034,15.39
北京城乡,2023-03-31,-30402163.42,-28153026.02,600861,71259596.42,152495279.08,0.092,-1.557,6.1638,-0.095965,-18.462,53.27
中航高科,2023-03-31,334479536.95,394719248.27,600862,744875662.79,1251992127.83,0.142,5.797,4.1422,0.199073,31.527,40.5
内蒙华电,2023-03-31,861209969.34,1218566976.41,600863,4546404749.71,6019045622.49,0.202,4.66,2.3654,0.131948,20.245,24.47
哈投股份,2023-03-31,197324327.48,215246567.72,600864,655123182.37,730292390.45,0.056,1.612,5.8855,0.094841,29.474,10.29
百大集团,2023-03-31,3487667.02,-1309850.51,600865,6618543.9,56509140.29,0.028,0.147,6.3225,0.00927,-2.318,88.29
星湖科技,2023-03-31,120523283.71,166091109.84,600866,3671119885.09,4163243647.49,-0.41,1.719,4.2202,0.07254,3.989,11.82
通化东宝,2023-03-31,250436583.32,289606841.2,600867,149049017.55,665357856.54,0.078,3.687,3.4072,0.125615,43.526,77.6
梅雁吉祥,2023-03-31,8287193.23,14563874.98,600868,37776247.41,65701781.05,0.01,0.343,1.2714,0.004366,22.167,42.5
远东股份,2023-03-31,120395502.32,166361269.6,600869,3700964669.62,4310459345.99,0.101,2.714,1.9985,0.054248,3.859,14.14
石化油服,2023-03-31,145114000.0,275291000.0,600871,16658197000.0,17941753000.0,-0.028,1.868,0.4092,0.007644,1.534,7.15
中炬高新,2023-03-31,149670237.55,183913408.94,600872,937381703.72,1366547956.05,0.249,4.738,4.0219,0.190571,13.458,31.41
梅花生物,2023-03-31,800793127.47,945131010.86,600873,5570850209.41,6950072385.57,0.11,6.195,4.249,0.263205,13.599,19.84
创业环保,2023-03-31,207939000.0,268945000.0,600874,602733000.0,976635000.0,-0.063,2.394,5.5319,0.13241,27.538,38.28
东方电气,2023-03-31,1019048037.33,1206282689.32,600875,11860084169.66,14432750706.82,-0.818,2.83,11.5483,0.326772,8.358,17.83
凯盛新能,2023-03-31,12446203.87,27700573.91,600876,1286469174.96,1426425959.62,-0.317,0.293,6.5743,0.019276,1.942,9.81
电科芯片,2023-03-31,18407360.51,18933159.3,600877,145505241.07,217334991.97,-0.04,0.845,1.8396,0.015545,8.712,33.05
航天电子,2023-03-31,182017261.56,215214262.62,600879,3642880486.2,4460822259.01,-0.533,1.149,5.8242,0.066936,4.825,18.34
博瑞传播,2023-03-31,9091473.58,15094241.4,600880,76446642.23,135140531.36,-0.111,0.301,2.7608,0.008315,11.169,43.43
亚泰集团,2023-03-31,-342455334.96,-448293033.22,600881,1251147222.52,1608455332.98,0.492,-3.689,2.8576,-0.105406,-27.871,22.21
妙可蓝多,2023-03-31,24202313.22,40023361.79,600882,688416420.15,1022743665.28,-0.225,0.541,8.6807,0.046932,3.913,32.69
博闻科技,2023-03-31,27062674.25,26949753.5,600883,1231113.49,1659146.09,-0.047,3.187,3.5965,0.11463,1624.315,25.8
杉杉股份,2023-03-31,572600345.88,827685230.38,600884,3720281094.33,4449437921.75,-0.586,2.43,10.408,0.252918,18.602,16.39
宏发股份,2023-03-31,325028771.47,530990879.62,600885,2166160222.41,3279884949.85,0.171,4.156,7.1728,0.311726,16.189,33.96
国投电力,2023-03-31,1613692031.23,3519092290.36,600886,8284056327.0,13255789154.28,0.641,2.873,6.7703,0.216482,26.548,37.51
伊利股份,2023-03-31,3615021381.48,4198071569.82,600887,22071945469.76,33328470170.19,0.2,6.756,8.3622,0.564943,12.596,33.77
新疆众和,2023-03-31,426197735.36,467808432.5,600888,1142235541.55,1449334855.84,0.154,4.814,6.5573,0.315696,32.277,21.19
南京化纤,2023-03-31,-44212938.83,-48154063.33,600889,116561692.72,104227297.86,-0.245,-4.376,2.7579,-0.120686,-46.201,-11.83
大晟文化,2023-03-31,143793.6,-4712092.37,600892,5489666.45,43868833.9,-0.011,0.08,0.3196,0.000257,-10.741,87.49
航发动力,2023-03-31,87968047.05,104717833.51,600893,5413684515.47,6150433326.47,0.386,0.229,14.4324,0.033001,1.703,11.98
广日股份,2023-03-31,16318456.11,10783774.85,600894,1193386763.84,1343345249.12,-0.059,0.186,10.1843,0.018976,0.803,11.16
张江高科,2023-03-31,197937282.03,249757017.0,600895,97215265.44,247847857.13,-0.536,1.669,7.6583,0.12781,100.77,60.78
厦门空港,2023-03-31,73926555.36,104445249.2,600897,262213753.55,379173460.14,0.051,1.898,13.0776,0.248234,27.546,30.85
国美通讯,2023-03-31,-16289119.16,-17937868.93,600898,18847873.54,11812650.07,-0.102,-100.888,0.0566,-0.057079,-151.853,-59.56
长江电力,2023-03-31,3612922772.0,4425663918.76,600900,7776571031.75,15397466574.25,0.32,1.955,7.8085,0.152677,28.743,49.49
江苏金租,2023-03-31,680057680.72,906612253.94,600901,,1211132523.33,-0.18,4.084,5.4597,0.227671,74.857,
贵州燃气,2023-03-31,87378386.22,137513909.21,600903,1611372649.19,1912561357.51,0.03,2.869,2.5187,0.076765,7.19,15.75
三峡能源,2023-03-31,2433884515.62,2999574548.82,600905,2823667556.47,6853129450.44,0.131,3.068,2.7717,0.085029,43.769,58.8
财达证券,2023-03-31,202418736.31,265781871.62,600906,,626377273.01,0.326,1.785,3.4948,0.062379,42.432,
无锡银行,2023-03-31,547415000.0,613839000.0,600908,,1241972000.0,4.478,2.747,8.057,0.25448,49.425,
华安证券,2023-03-31,364221044.69,473450992.48,600909,,1034524655.46,-0.26,1.774,4.2813,0.077532,45.765,
中国黄金,2023-03-31,299991808.51,339840476.33,600916,15495931133.58,16139408860.54,-0.73,4.156,4.2963,0.178567,2.106,3.99
重庆燃气,2023-03-31,-50555947.25,-43831050.61,600917,2550911451.02,2590529025.52,-0.107,-1.027,3.1325,-0.032174,-1.692,1.53
中泰证券,2023-03-31,1152635743.1,1429482614.68,600918,,3570214868.97,0.044,2.919,5.2358,0.165404,40.039,
江苏银行,2023-03-31,8218847000.0,10766000000.0,600919,,18795415000.0,7.534,3.799,11.94,0.556468,57.28,
苏能股份,2023-03-31,860206984.95,1147407485.09,600925,1755004797.62,3360933169.6,0.139,5.434,2.298,0.124869,34.14,47.78
杭州银行,2023-03-31,4238616000.0,4884959000.0,600926,,9430545000.0,1.133,4.118,14.2496,0.714741,51.799,
永安期货,2023-03-31,208366335.36,253863166.56,600927,,5363285537.14,-3.431,1.717,8.3392,0.143152,4.733,
西安银行,2023-03-31,657729000.0,699556000.0,600928,,1805241000.0,-0.93,2.196,6.74,0.147989,38.751,
雪天盐业,2023-03-31,206281258.53,251904225.04,600929,1043018785.3,1501219423.02,0.069,3.209,4.3596,0.139901,16.78,30.52
爱柯迪,2023-03-31,169362017.58,200140610.16,600933,884110638.42,1256653420.45,0.233,3.023,6.2052,0.191746,15.926,29.65
华塑股份,2023-03-31,3494869.79,3424152.99,600935,1087791081.5,1280402666.41,-0.115,0.054,1.8512,0.000996,0.267,15.04
广西广电,2023-03-31,-119073965.99,-120366096.56,600936,416238835.94,441591994.63,-0.022,-5.639,1.2637,-0.071258,-27.257,5.74
中国海油,2023-03-31,32113000000.0,43347000000.0,600938,49627000000.0,97711000000.0,1.093,5.132,13.155,0.675114,44.362,49.21
重庆建工,2023-03-31,57958289.89,86723674.53,600939,10453820060.21,11004040324.68,-0.961,0.668,4.1197,0.030476,0.788,5.0
中国移动,2023-03-31,28067000000.0,36141000000.0,600941,189417000000.0,250746000000.0,3.52,2.176,60.3633,1.31352,14.413,24.46
维远股份,2023-03-31,26087304.88,34098570.61,600955,1647215352.37,1692870706.42,0.066,0.304,15.6012,0.047431,2.014,2.7
新天绿能,2023-03-31,839592338.86,1235171193.69,600956,4990693804.8,6558823651.29,0.268,3.938,4.8436,0.200519,18.832,23.91
东方证券,2023-03-31,1428089623.65,1515481877.06,600958,,4436963376.43,-1.738,1.803,8.733,0.168077,34.156,
江苏有线,2023-03-31,93865848.56,3672631.87,600959,1346922614.14,1793687506.52,0.005,0.425,4.422,0.01877,0.205,24.91
渤海汽车,2023-03-31,-1277289.34,2947703.78,600960,1082699568.97,1216434704.56,0.036,-0.028,4.8198,-0.001344,0.242,10.99
株冶集团,2023-03-31,140331512.55,171879385.24,600961,4152266228.19,4500485186.31,0.046,6.81,0.613,0.153429,3.819,7.74
国投中鲁,2023-03-31,6378665.92,9662857.98,600962,253398609.07,324352689.71,0.858,0.823,2.9556,0.024327,2.979,21.88
岳阳林纸,2023-03-31,87491757.29,101112697.76,600963,2224555048.26,2522471506.14,0.008,0.942,5.1492,0.048493,4.008,11.81
福成股份,2023-03-31,58843561.32,67029281.12,600965,182867461.24,303766723.26,-0.042,2.702,2.6601,0.071874,22.066,39.8
博汇纸业,2023-03-31,-497045819.82,-599443743.24,600966,4352979192.84,4161529941.69,0.118,-8.249,4.5072,-0.371805,-14.404,-4.6
内蒙一机,2023-03-31,213748680.26,243303530.2,600967,2267729417.29,2592985473.87,0.286,1.915,6.5512,0.125456,9.383,12.54
海油发展,2023-03-31,412831603.12,562278539.6,600968,8499658234.52,9538225577.04,0.167,1.816,2.237,0.040613,5.895,10.89
郴电国际,2023-03-31,19527191.1,32986345.35,600969,942972597.38,1015447518.1,-0.143,0.533,9.9049,0.052769,3.248,7.14
中材国际,2023-03-31,617376143.37,773360449.4,600970,8317865130.31,10013515257.43,-0.756,3.519,6.6645,0.23452,7.723,16.93
恒源煤电,2023-03-31,608118974.62,709278715.72,600971,1188890629.96,2237634381.2,0.911,4.902,10.3386,0.506764,31.698,46.87
宝胜股份,2023-03-31,38930958.46,49848701.95,600973,9849835058.29,10399931576.66,-0.782,1.032,2.7498,0.028388,0.479,5.29
新五丰,2023-03-31,-226350024.23,-235500434.96,600975,1331865359.46,1210487773.57,-0.13,-9.215,2.2818,-0.210269,-19.455,-10.03
健民集团,2023-03-31,99560117.11,110809926.71,600976,510174736.81,1013386110.35,-0.436,5.069,12.8042,0.649029,10.935,49.66
中国电影,2023-03-31,181662559.98,249578431.32,600977,1027292689.59,1445140100.32,1.447,1.652,5.8908,0.097302,17.27,28.91
广安爱众,2023-03-31,1999830.58,3826555.3,600979,515094441.9,635108097.52,0.032,0.047,3.4342,0.001623,0.603,18.9
北矿科技,2023-03-31,22841861.31,27499401.3,600980,158973223.22,211272869.34,-0.259,1.843,6.5502,0.120688,13.016,24.75
汇鸿集团,2023-03-31,99325781.91,193820472.43,600981,10628010142.81,11001485070.08,0.135,1.941,2.2819,0.044294,1.762,3.39
宁波能源,2023-03-31,10001517.14,12041711.53,600982,1576976675.63,1720882549.21,0.12,0.248,3.6038,0.008948,0.7,8.36
惠而浦,2023-03-31,11396539.59,15291176.46,600983,850877517.44,1006463857.88,-0.229,0.38,3.9162,0.014869,1.519,15.46
建设机械,2023-03-31,-133380202.46,-153764365.0,600984,601367290.28,648551027.66,0.063,-2.271,4.6733,-0.106106,-23.709,7.28
淮北矿业,2023-03-31,2111326823.64,2539880412.53,600985,14384621948.27,18993974171.19,0.553,5.877,14.3966,0.850986,13.372,24.27
